,time,open,high,low,close
144,2026-02-02 16:00:00,25433.85,25845.1,25424.85,25827.6
145,2026-02-02 20:00:00,25827.85,25852.6,25726.6,25776.7
146,2026-02-03 00:00:00,25791.05,25897.3,25773.55,25866.55
147,2026-02-03 04:00:00,25866.55,25904.3,25807.55,25895.05
148,2026-02-03 08:00:00,25895.05,25935.05,25865.7,25876.95
149,2026-02-03 12:00:00,25877.2,25912.8,25832.8,25876.55
150,2026-02-03 16:00:00,25876.8,25885.8,25252.8,25294.3
151,2026-02-03 20:00:00,25293.55,25383.8,25126.3,25328.4
152,2026-02-04 00:00:00,25294.25,25364.5,25272.75,25349.25
153,2026-02-04 04:00:00,25349.0,25383.5,25309.75,25353.0
154,2026-02-04 08:00:00,25352.75,25424.25,25265.5,25312.75
155,2026-02-04 12:00:00,25312.5,25400.75,25253.0,25267.75
156,2026-02-04 16:00:00,25268.0,25298.25,24695.65,24786.4
157,2026-02-04 20:00:00,24785.15,25093.4,24732.15,25029.0
158,2026-02-05 00:00:00,24979.95,25083.7,24946.7,25037.45
159,2026-02-05 04:00:00,25039.45,25048.7,24830.95,24911.45
160,2026-02-05 08:00:00,24911.7,25038.95,24893.7,24944.7
161,2026-02-05 12:00:00,24945.2,25006.45,24623.2,24682.45
162,2026-02-05 16:00:00,24682.7,24875.2,24462.2,24699.2
163,2026-02-05 20:00:00,24699.2,24754.2,24325.45,24342.55
164,2026-02-06 00:00:00,24364.05,24456.3,24162.55,24450.8
165,2026-02-06 04:00:00,24451.3,24518.55,24349.3,24504.3
166,2026-02-06 08:00:00,24504.05,24704.3,24411.8,24672.3
167,2026-02-06 12:00:00,24671.8,24794.55,24634.05,24719.8
168,2026-02-06 16:00:00,24719.55,25030.55,24623.05,25014.3
169,2026-02-06 20:00:00,25014.55,25142.55,24974.65,25028.65
170,2026-02-09 00:00:00,25108.05,25274.3,25103.8,25145.3
171,2026-02-09 04:00:00,25145.3,25190.55,25104.8,25143.05
172,2026-02-09 08:00:00,25143.55,25149.8,25002.05,25015.3
173,2026-02-09 12:00:00,25015.55,25083.8,24896.05,25007.3
174,2026-02-09 16:00:00,25007.3,25344.05,24883.8,25283.3
175,2026-02-09 20:00:00,25283.05,25355.8,25240.55,25287.65
176,2026-02-10 00:00:00,25313.5,25323.75,25229.0,25263.5
177,2026-02-10 04:00:00,25263.0,25286.25,25207.5,25280.25
178,2026-02-10 08:00:00,25280.5,25333.25,25220.75,25292.25
179,2026-02-10 12:00:00,25292.25,25350.25,25222.25,25301.0
180,2026-02-10 16:00:00,25301.0,25374.75,25184.5,25312.0
181,2026-02-10 20:00:00,25311.5,25312.75,25126.5,25185.35
182,2026-02-11 00:00:00,25201.05,25256.05,25196.8,25245.8
183,2026-02-11 04:00:00,25245.8,25274.8,25210.05,25217.8
184,2026-02-11 08:00:00,25217.55,25246.55,25134.55,25135.3
185,2026-02-11 12:00:00,25135.3,25380.8,25078.05,25373.92
186,2026-02-11 16:00:00,25374.17,25395.55,24989.05,25194.67
187,2026-02-11 20:00:00,25194.67,25290.8,25131.05,25208.4
188,2026-02-12 00:00:00,25204.3,25247.3,25139.3,25233.55
189,2026-02-12 04:00:00,25233.55,25280.55,25201.8,25274.3
190,2026-02-12 08:00:00,25274.05,25302.3,25227.05,25288.55
191,2026-02-12 12:00:00,25288.3,25353.05,25254.05,25329.05
192,2026-02-12 16:00:00,25329.05,25331.05,24739.3,24759.05
193,2026-02-12 20:00:00,24758.8,24877.3,24656.05,24755.9
194,2026-02-13 00:00:00,24756.8,24796.55,24643.05,24721.05
195,2026-02-13 04:00:00,24719.3,24765.05,24625.8,24645.55
196,2026-02-13 08:00:00,24645.3,24741.3,24576.8,24707.55
197,2026-02-13 12:00:00,24707.3,24756.05,24554.3,24714.8
198,2026-02-13 16:00:00,24713.3,24925.8,24512.8,24870.8
199,2026-02-13 20:00:00,24871.05,24927.8,24664.8,24705.4
